Stanowisko; Miejsce pracy; Rodzaj umowy; Pracodawca; Dostępna od; 
"Monter instalacji gazowych oraz grzewczych / teren kraju/"; "Lubawa, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "WIMAF GAZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-18"; 
"Monter instalacji grzewczo-sanitarnych"; "Rzeszów, podkarpackie"; "Umowa o pracę na czas nieokreślony"; "INTERPETRO Sp. z o.o"; "2025-02-10"; 
"Monter instalacji i urządzeń sanitarnych"; "Morsko, śląskie"; "Umowa o pracę na okres próbny"; "Kopa-Rex Prace Ziemne Andrzej Wicepolski"; "2024-09-25"; 
"Monter instalacji i urządzeń sanitarnych"; "Nasiadki, mazowieckie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-10-04"; 
"Monter instalacji i urządzeń sanitarnych"; "Jaworek, dolnośląskie"; "Umowa o pracę na czas określony"; "ZPHU INSTALUX MARCIN CZEKAJ"; "2025-01-07"; 
"Monter instalacji i urządzeń sanitarnych"; "Parczew, lubelskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-17"; 
"Monter instalacji i urządzeń sanitarnych"; "Sandomierz, świętokrzyskie"; "Umowa o pracę na okres próbny"; "FHU Gospodarczyk Grażyna Gospodarczyk, Zenon Gospodarczyk, Paweł Trznadel Spółka Cywilna"; "2025-01-23"; 
"Monter instalacji i urządzeń sanitarnych"; "Gdynia, pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "KASO - LIFE MYKOLA TROFYMOVYCH"; "2025-01-28"; 
"Monter instalacji i urządzeń sanitarnych"; "Ogrodzieniec, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "PRZEDSIĘBIORSTWO PRODUKCYJNO USŁUGOWE PROBUDREM KAZIMIERZ LIPIŃSKI spółka jawna"; "2025-01-31"; 
"Monter instalacji i urządzeń sanitarnych"; "Zbychowo, pomorskie"; "Umowa o pracę na czas nieokreślony"; "AMG klima Maciej Grubba"; "2025-01-31"; 
"Monter instalacji i urządzeń sanitarnych"; "Białystok, podlaskie"; "Umowa o pracę na okres próbny"; "DRYL SYSTEM JUSTYNA DRYL"; "2025-02-06"; 
"Monter instalacji i urządzeń sanitarnych"; "Sochocin, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-10"; 
"Monter instalacji i urządzeń sanitarnych"; "Nowy Sącz, małopolskie"; "Umowa o pracę na okres próbny"; """HEJAN"" - Technika Grzewcza i Sanitarna Henryk Janusz"; "2025-02-12"; 
"Monter instalacji i urządzeń sanitarnych"; "Lipiny, podkarpackie"; "Umowa o pracę na okres próbny"; "FUH WODNIKTS TOMASZ SOCHA"; "2025-02-18"; 
"Monter instalacji i urządzeń sanitarnych"; "Polkowice, dolnośląskie"; "Umowa o pracę na czas nieokreślony"; "PRZEDSIĘBIORSTWO INSTALACYJNO-MONTAŻOWE PROGRESS DANUTA CHMIELAK, SŁAWOMIR CHMIELAK SPÓŁKA JAWNA"; "2025-02-18"; 
"Monter instalacji i urządzeń sanitarnych"; "Wrocław, dolnośląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-19"; 
"Monter instalacji i urządzeń sanitarnych"; "Kielce, świętokrzyskie"; "Umowa o pracę na okres próbny"; "INSTALDOM JANUSZ DOMAŃSKI"; "2025-02-21"; 
"MONTER INSTALACJI I URZĄDZEŃ SANITARNYCH"; "Kędzierzyn-Koźle, opolskie"; "Umowa o pracę na okres próbny"; "ELIN Arkadiusz Miszkiewicz"; "2024-11-08"; 
"MONTER INSTALACJI I URZĄDZEŃ SANITARNYCH"; "Stargard, zachodniopomorskie"; "Umowa o pracę na okres próbny"; "SANITECH INSTALACJE SANITARNE KIPISZ ZBIGNIEW"; "2025-01-23"; 
"Monter instalacji i urządzeń sanitarnych HVAC"; "Warszawa, mazowieckie"; "Nie dotyczy"; "K.M.R. REALIZACJE SP. Z O.O."; "2024-06-11"; 
"Monter instalacji i urządzeń telekomunikacyjnych (telemonter)"; "Wyżnianka-Kolonia, lubelskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-10"; 
"Monter instalacji i urządzeń telekomunikacyjnych (telemonter)"; "Nasielsk, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-04"; 
"Monter instalacji klimatyzacji i wentylacji"; "Białystok, podlaskie"; "Umowa o pracę na czas określony"; "Marek Danilczuk Przedsiębiorstwo Handlowo - Usługowo - Remontowe ""FELIX"""; "2025-02-13"; 
"monter instalacji klimatyzacji wentylacji i pomp ciepła"; "Zabrze, śląskie"; "Umowa o pracę na okres próbny"; "WENTIT Mariusz Pałka"; "2025-01-24"; 
"monter instalacji klimatyzacyjnych, pomp ciepła i VRF/istnieje możliwość całkowitego przeszkolenia/ (nr 0094)"; "Inowrocław, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "INFINII SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-13"; 
"MONTER INSTALACJI PRZECIWPOŻAROWYCH"; "Przyborów, podkarpackie"; "Umowa o pracę na okres próbny"; "ZAKŁAD OGRODNICZY ""PRZYBORÓW"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-10"; 
"Monter instalacji PV-elektryk"; "Mława, mazowieckie"; "Umowa zlecenie / Umowa o świadczenie usług"; "PM PROJEKT SIEMIANOWSKI BORKOWSKI SPÓŁKA JAWNA"; "2025-01-07"; 
"Monter instalacji sanitarnej"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "ZAKŁAD BUDOWNICTWA OGÓLNEGO INSTALACJI SANITARNEJ ""INSTALBUD"" SPÓŁKA JAWNA GRZEGORZ ROJEWSKI - HENRYK ROJEWSKI"; "2025-02-05"; 
"Monter instalacji sanitarnej"; "Olsztyn, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "NOWEK USŁUGI INSTALACYJNO-BUDOWLANE BOGDAN NOWEK"; "2025-02-06"; 
"Monter instalacji sanitarnej/spawacz"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "ZAKŁAD BUDOWNICTWA OGÓLNEGO INSTALACJI SANITARNEJ ""INSTALBUD"" SPÓŁKA JAWNA GRZEGORZ ROJEWSKI - HENRYK ROJEWSKI"; "2025-02-05"; 
"monter instalacji sanitarnych"; "Zawiercie, śląskie"; "Umowa o pracę na okres próbny"; "PAWEŁ PROTASIEWICZ INSTALL CENTERE"; "2025-01-03"; 
"Monter instalacji sanitarnych"; "Bayreuth, Niemcy"; "Umowa o pracę na czas nieokreślony"; "Kolb + Sohn Personaldienstleistungen GmbH"; "2022-06-10"; 
"Monter instalacji sanitarnych"; "Wydorowo, wielkopolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-07-26"; 
"Monter instalacji sanitarnych"; "Siemianowice Śląskie, śląskie"; "Umowa o pracę na okres próbny"; "DOMBUD MINTEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-08"; 
"Monter instalacji sanitarnych"; "Łomża, podlaskie"; "Umowa o pracę na okres próbny"; "JEMIELITY INŻYNIERIA SANITARNA S.C. WITOLD I ANDRZEJ JEMIELITY"; "2025-01-27"; 
"Monter instalacji sanitarnych"; "Katowice, śląskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO PROJEKTOWO-INSTALACYJNE SYSTEMY GRZEWCZE Daniel Żurawik"; "2025-01-30"; 
"Monter instalacji sanitarnych"; "Borzymy, mazowieckie"; "Umowa o pracę na okres próbny"; "MECHBUDINSTAL, MARIUSZ MECH"; "2025-02-04"; 
"Monter instalacji sanitarnych"; "Ostrowiec Świętokrzyski, świętokrzyskie"; "Umowa o pracę na czas określony"; "Przedsiębiorstwo Budowlano-Instalacyjne JAKO Jan Kosik"; "2025-02-06"; 
"Monter instalacji sanitarnych"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "TSC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-13"; 
"Monter instalacji sanitarnych"; "Lubin, dolnośląskie"; "Umowa o pracę na czas określony"; "MASY POLSKIE SP. Z O.O. SP. K."; "2025-02-13"; 
"Monter instalacji sanitarnych - Hydraulik"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "CANO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-11-05"; 
"monter instalacji sanitarnych - spawacz"; "Lubin, dolnośląskie"; "Umowa o pracę na okres próbny"; "ZUW URBEX Sp. z o.o. - Oddział w Osieku"; "2025-01-31"; 
"monter instalacji sanitarnych , wentylacyjnych"; "Niemcy, Niemcy"; "Umowa o pracę na czas określony"; "INSTAL KRAKÓW SPÓŁKA AKCYJNA"; "2025-01-14"; 
"Monter instalacji sanitarnych (hydraulik)"; "Siedlce, mazowieckie"; "Umowa o pracę na okres próbny"; "HYDROBUD SIEDLCE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"monter instalacji sanitarnych i c.o."; "Budy, wielkopolskie"; "Umowa o pracę na czas nieokreślony"; "HYDRAULIK Michał Droszcz"; "2025-01-09"; 
"Monter instalacji sanitarnych, grzewczych i klimatyzacyjnych"; "Cottbus, Niemcy"; "Umowa o pracę na czas nieokreślony"; "BASACO TGA Kundendienst GmbH"; "2024-01-23"; 
"Monter instalacji sanitarnych/ hydraulik"; "Pruszcz Gdański, pomorskie"; "Umowa o pracę na czas określony"; "HYD-REM Krzysztof Rembisz"; "2025-02-19"; 
"Monter instalacji sanitarnych/Hydraulik"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "MAR-POL DARIUSZ JOŃCZYK"; "2025-02-07"; 
"Monter instalacji telekomunikacyjnych"; "Kriesow, Niemcy"; "Umowa o pracę na czas nieokreślony"; "MTF AnlagenbauKriesow GmbH"; "2019-09-24"; 
"Monter instalacji tryskaczowych"; "Tarnowskie Góry, śląskie"; "Umowa o pracę na okres próbny"; "MAX-TECH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-14"; 
"Monter instalacji wentylacyjnych"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "JAN KOPEĆ ZAKŁAD MONTAŻU ROZRUCHU I EKSPLOATACJI KO-WENT"; "2025-01-03"; 
"Monter instalacji wentylacyjnych i klimatyzacyjnych"; "Starogard Gdański, pomorskie"; "Umowa o pracę na okres próbny"; "TAMIT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"; "2025-01-23"; 
"Monter instalacji wentylacyjnych i klimatyzacyjnych"; "Chorzów, śląskie"; "Umowa o pracę na okres próbny"; "Janik Zbigniew KLIMA SERWIS KATOWICE"; "2025-01-24"; 
"Monter instalacji wentylacyjnych i klimatyzacyjnych"; "Szczekociny, śląskie"; "Umowa o pracę na okres próbny"; "Omi-Went Adam Tarnawski"; "2025-02-21"; 
"Monter instalacji wentylacyjnych i klimatyzacyjnych"; "Piaski, wielkopolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-20"; 
"Monter instalacji wentylacyjnych i klimatyzacyjnych / Elektromonter"; "Uniegoszcz, dolnośląskie"; "Umowa o pracę na czas nieokreślony"; "NOWECH CHŁODNICTWO- KLIMATYZACJA Leszek Nowak"; "2025-02-12"; 
"Monter instalacji WOD KAN i CO (nr 0168)"; "Bydgoszcz, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE ZDRODEX ZBIGNIEW ZDRODOWSKI"; "2025-01-23"; 
"Monter instalacji wod. - kan. /pomocnik"; "Bonin, zachodniopomorskie"; "Umowa o pracę na czas nieokreślony"; "PRZEDSIĘBIORSTWO BUDOWLANO INŻYNIERYJNE SPECTRUM - TOMASZ LISOWSKI ŁUKASZ GMEREK SPÓŁKA CYWILNA"; "2025-02-05"; 
"Monter instalacji wodno - kanalizacyjnych zewnętrznych"; "Dębska Kuźnia, opolskie"; "Umowa o pracę na czas nieokreślony"; "KLISZ Sp. z o.o."; "2025-02-05"; 
"Monter instalacji wodno kanalizacyjnych zewnętrznych"; "Opole, opolskie"; "Umowa o pracę na czas nieokreślony"; "KLISZ Sp. z o.o."; "2025-02-07"; 
"Monter instalacji wodno-kanalizacyjnych / konserwator wodociągów"; "Dźwierzuty, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "ZAKŁAD GOSPODARKI KOMUNALNEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-12"; 
"Monter instalacji wodnych i kanalizacyjnych"; "Głogów, dolnośląskie"; "Umowa o pracę na czas nieokreślony"; "PRZEDSIĘBIORSTWO INSTALACYJNO-BUDOWLANE BODEX J.K. BORDULAK sp. jawna"; "2024-11-25"; 
"Monter instalacji wodnych i kanalizacyjnych R78/0167-78/25"; "Włocławek, kujawsko-pomorskie"; "Umowa o pracę na okres próbny"; "ZAKŁAD INSTALACYJNO-BUDOWLANY ""INSTALDOM III"" - PIOTR GĘBKA"; "2025-01-24"; 
"Monter instalacji wodociągowych"; "Duszniki, wielkopolskie"; "Umowa o pracę na okres próbny"; "KOMUNALNY ZAKŁAD BUDŻETOWY"; "2024-11-26"; 
"MONTER INSTALACJI ZEWNĘTRZNYCH (POMOCNIK)"; "Stargard, zachodniopomorskie"; "Umowa o pracę na okres próbny"; "BEST-BUD S.C. I. WYRZYKIEWICZ B. KAMEDUŁA"; "2025-02-10"; 
"Monter instalacji/Specjalista ds. wsparcia technicznego"; "Reda, pomorskie"; "Umowa o pracę na czas określony"; "PRZEDSIĘBIORSTWO INŻYNIERYJNE ""REDA"" GRUBA ROBERT, FIGEL GRZEGORZ SPÓŁKA JAWNA"; "2024-11-06"; 
"Monter izolacji okrętowych"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "GDAŃSKA STOCZNIA ""REMONTOWA"" IM. J.PIŁSUDSKIEGO SPÓŁKA AKCYJNA"; "2025-02-14"; 
"Monter izolacji przemysłowych"; "Bełchatów, łódzkie"; "Umowa zlecenie / Umowa o świadczenie usług"; """JMP-TECH"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-14"; 
"Monter izolacji przemysłowych"; "Prudnik, opolskie"; "Umowa o pracę na czas określony"; "IZO-TERM BLETEK S.C."; "2025-01-21"; 
"Monter izolacji przemysłowych"; "Kluki, łódzkie"; "Umowa o pracę na czas nieokreślony"; "PATRY-SPAW Jacek Patryarcha USŁUGI SPAWALNICZE"; "2025-01-31"; 
"Monter izolacji przemysłowych"; "Dobrzewino, pomorskie"; "Umowa o pracę na czas nieokreślony"; "KMB ENGINEERING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-14"; 
"Monter izolacji przemysłowych (O,U)"; "Tarnów, małopolskie"; "Umowa o pracę na okres próbny"; "KON-INS-BUD MONTAŻ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-21"; 
"Monter izolacji termicznej  - murarz (O)"; "Tarnów, małopolskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWE ""TARIZOLACJA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-22"; 
"Monter izolacji termicznej - blacharz (O)"; "Tarnów, małopolskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWE ""TARIZOLACJA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-22"; 
"Monter izolacji termicznej - blacharz (O)"; "Tarnów, małopolskie"; "Umowa o pracę na okres próbny"; "IZOINSTALBUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-24"; 
"Monter izolacji termicznej - obmiarowiec (O)"; "Tarnów, małopolskie"; "Umowa o pracę na okres próbny"; "IZOINSTALBUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-24"; 
"Monter izolacji termicznej (O)"; "Tarnów, małopolskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWE ""TARIZOLACJA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-22"; 
"Monter izolacji termicznej (O)"; "Tarnów, małopolskie"; "Umowa o pracę na okres próbny"; "IZOINSTALBUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-24"; 
"Monter izolacji termicznej (O) "; "Paris, Francja"; "Umowa o pracę na okres próbny"; "ESSA CS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-14"; 
"Monter izolacji termicznych"; "Szczerców, łódzkie"; "Umowa o pracę na czas nieokreślony"; "ŁUKASZ PIETRAS INFOGLOB"; "2025-01-24"; 
"Monter izolacji termicznych"; "Kutno, łódzkie"; "Umowa o pracę na okres próbny"; "IZOLACJE PLUIMERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-27"; 
"Monter izolacji/murarz/tynkarz/fliziarz "; "Swarzów, małopolskie"; "Umowa o pracę na czas określony"; "Leszek Polak - Przedsiębiorstwo Budowlane ""BUDPOL"""; "2025-01-14"; 
"MONTER KABIN SANITARNYCH"; "Kolonowskie, opolskie"; "Umowa o pracę na czas nieokreślony"; "PBM SYSTEM SP. Z O.O."; "2024-11-18"; 
"Monter kabli"; "Spremberg (Niederlausitz), Niemcy"; "Umowa o pracę na czas nieokreślony"; "Synchro Plus GmbH"; "2025-02-13"; 
"Monter kadłuba"; "Gdańsk, pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "BEST SOLUTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-31"; 
"Monter kadłuba"; "Gdańsk, pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "EXPANDER SERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-11"; 
"Monter kadłubów okrętowych"; "Gdańsk, pomorskie"; "Umowa o pracę na okres próbny"; "WIP NOW Spółka z ograniczoną odpowiedzialnością"; "2025-01-27"; 
"Monter kadłubów okrętowych"; "Pruszcz Gdański, pomorskie"; "Umowa o pracę na okres próbny"; "QUALITY TEAM GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-27"; 
"Monter kadłubów okrętowych"; "Szczecin, zachodniopomorskie"; "Umowa o pracę na czas nieokreślony"; "NET MARINE - MARINE POWER SERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-29"; 
"Monter kadłubów okrętowych"; "Pruszcz Gdański, pomorskie"; "Umowa o pracę na okres próbny"; "QUALITY SOLUTIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-20"; 
"monter karetek "; "Ostaszewo, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "AA EURO RECRUITMENT POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-07"; 
"Monter klimatyzacji"; "Gdynia, pomorskie"; "Umowa o pracę na okres próbny"; "Marek Chyrek ELMAR MCH"; "2025-01-17"; 
"Monter klimatyzacji"; "Płock, mazowieckie"; "Umowa o pracę na czas nieokreślony"; "ZAKŁAD PRODUKCYJNO-USŁUGOWY KLIMA-WENT SPÓŁKA JAWNA M.OBRĘBSKI K.KLUSKA"; "2025-02-04"; 
"monter klimatyzacji i pomp ciepła"; "Dudki, łódzkie"; "Umowa o pracę na czas określony"; "Z.U.H. FUREX ZBIGNIEW FURMAŃSKI"; "2025-02-12"; 
"Monter klimatyzacji i wentylacji"; "Opole, opolskie"; "Umowa o pracę na czas nieokreślony"; "KLISZ Sp. z o.o."; "2025-02-07"; 
"monter klimatyzacji, wentylacji"; "Przygodzice, wielkopolskie"; "Umowa o pracę na czas nieokreślony"; "EcoGlobal Arkadiusz Juszczak"; "2025-01-28"; 
"Monter konserwator"; "Chocianów, dolnośląskie"; "Umowa o pracę w zastępstwie"; """ZAKŁAD USŁUG KOMUNALNYCH I TRANSPORTU PUBLICZNEGO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"""; "2025-02-19"; 
"Monter konstrukcji"; "Rakoniewice, wielkopolskie"; "Umowa o pracę na czas określony"; "GAMMA METAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"Monter konstrukcji"; "Siedlce, mazowieckie"; "Umowa o pracę na czas określony"; "ASBO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-20"; 
"MONTER KONSTRUKCJI - PRACOWNIK PRODUKCYJNY"; "Koźmin Wielkopolski, wielkopolskie"; "Umowa o pracę na czas nieokreślony"; "GMW Sp. z.o.o."; "2025-01-03"; 
"Monter konstrukcji ( rusztowań ) na imprezach artystycznych"; "Kraków, małopolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "STAGE-LIGHT ARTUR TOKARZ"; "2025-01-16"; 
"Monter konstrukcji aluminiowych"; "Niekursko, wielkopolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-23"; 
"Monter konstrukcji aluminiowych"; "Niekursko, wielkopolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-19"; 
"Monter konstrukcji budowlanych"; "Milików, dolnośląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2023-03-03"; 
"Monter konstrukcji budowlanych"; "Kolbuszowa, podkarpackie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-31"; 
"Monter konstrukcji budowlanych"; "Katowice, śląskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-13"; 
"Monter konstrukcji budowlanych"; "Płock, mazowieckie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez PUP"; "2025-02-12"; 
"Monter konstrukcji budowlanych"; "Sumin, pomorskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-21"; 
"Monter konstrukcji dachowych"; "Bonowice, śląskie"; "Umowa o pracę na czas nieokreślony"; "PRODREW s.c. Piotr Lubaś, Rafał Baniak"; "2024-09-09"; 
"Monter konstrukcji okiennych"; "Świecie, kujawsko-pomorskie"; "Umowa o pracę na okres próbny"; "ARKADA-KOD NADOLNI SPÓŁKA JAWNA"; "2025-02-07"; 
"MONTER KONSTRUKCJI STALOWEJ"; "Czudec, podkarpackie"; "Umowa o pracę na czas nieokreślony"; "ICF STEEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"; "2025-02-14"; 
"monter konstrukcji stalowych"; "Ładzice, łódzkie"; "Umowa o pracę na okres próbny"; "kontakt przez PUP"; "2025-01-23"; 
"monter konstrukcji stalowych"; "Ruda Śląska, śląskie"; "Umowa o pracę na okres próbny"; "kontakt przez PUP"; "2025-02-07"; 
"Monter konstrukcji stalowych"; "Treplin, Niemcy"; "Umowa o pracę na czas nieokreślony"; "MET Metallbau Edgar Treseler"; "2024-09-27"; 
"Monter konstrukcji stalowych"; "Paczków, opolskie"; "Umowa o pracę na czas określony"; "DENOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-02"; 
"Monter konstrukcji stalowych"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "VISSTAL MONTAŻ KONSTRUKCJI STALOWYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-02"; 
"Monter konstrukcji stalowych"; "Radomsko, łódzkie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""KONSTALEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-07"; 
"Monter konstrukcji stalowych"; "Zalewo, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "PPUH WĘGLOBUD Małetka Krzysztof"; "2025-01-07"; 
"Monter konstrukcji stalowych"; "Radomsko, łódzkie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""KONSTALEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-07"; 
"Monter konstrukcji stalowych"; "Siemianowice Śląskie, śląskie"; "Umowa o pracę na okres próbny"; "STAL-SYSTEMS SPÓŁKA AKCYJNA"; "2025-01-08"; 
"Monter konstrukcji stalowych"; "Ludwikowo, wielkopolskie"; "Umowa o pracę na okres próbny"; "JAŚKIEWICZ CONSTRUCTIONS Sebastian Jaśkiewicz"; "2025-01-10"; 
"Monter konstrukcji stalowych"; "Zabrze, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "FHU ""AVATAR"" TOMASZ CIEŚLA"; "2025-01-14"; 
"Monter konstrukcji stalowych"; "Zagnańsk, świętokrzyskie"; "Umowa o pracę na okres próbny"; """KH - KIPPER"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-17"; 
"Monter konstrukcji stalowych"; "Chorzów, śląskie"; "Umowa o pracę na czas określony"; "Energomontaż Świętochłowice Sp. z o.o."; "2025-01-21"; 
"Monter konstrukcji stalowych"; "Nowa Sarzyna, podkarpackie"; "Umowa o pracę na czas nieokreślony"; "DL SYSTEM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-22"; 
"Monter konstrukcji stalowych"; "Katowice, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "STALBETBUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-23"; 
"Monter konstrukcji stalowych"; "Pruszcz Gdański, pomorskie"; "Umowa o pracę na okres próbny"; "Joanna Lenartowicz FREZ-TIG"; "2025-01-24"; 
"Monter konstrukcji stalowych"; "Płońsk, mazowieckie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-29"; 
"Monter konstrukcji stalowych"; "Bydgoszcz, kujawsko-pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "YOV GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-03"; 
"Monter konstrukcji stalowych"; "Nowa Wieś, małopolskie"; "Umowa o pracę na okres próbny"; "Raj Beata, Odrowąż Mariusz Steel-Up s.c."; "2025-02-03"; 
"Monter konstrukcji stalowych"; "Pruszcz Gdański, pomorskie"; "Umowa o pracę na okres próbny"; "ZAKŁAD USŁUG WYSOKOŚCIOWYCH DORADO ROBERT KOTLAREK"; "2025-02-05"; 
"Monter konstrukcji stalowych"; "Płock, mazowieckie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-06"; 
"Monter konstrukcji stalowych"; "Przeworsk, podkarpackie"; "Umowa o pracę na czas określony"; "RAMPOL ENGINEERING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-10"; 
"Monter konstrukcji stalowych"; "Popów, śląskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-10"; 
